Title,Author,Genre,Height,Publisher
Structure & Interpretation of Computer Programs,"Sussman, Gerald",computer_science,240,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",nonfiction,224,
Textbook of Economic Theory,"Stonier, Alfred",economics,242,
Freakonomics,"Dubner, Stephen",science,197,
Batman Handbook,,comic,270,
Angels & Demons,"Brown, Dan",fiction,170,
Rationality & Freedom,"Sen, Amartya",economics,213,Springer
Batman: The Long Halloween,,fiction,258,
"Journal of Economics, vol 106 No 3",,science,235,
"Analysis, Vol I","Tao, Terence",tech,248,
"Grapes of Wrath, The","Steinbeck, John",fiction,196,
Manasa,"Kale, V P",nonfiction,213,
Crisis on Infinite Earths,,fiction,258,
Rationality & Freedom,"Sen, Amartya",science,213,
"Devil's Advocate, The","West, Morris",fiction,178,
Angels & Demons,"Brown, Dan",fiction,170,
"Last Mughal, The","Dalrymple, William",history,199,
Freakonomics,"Dubner, Stephen",economics,197,Penguin
"Wealth of Nations, The","Smith, Adam",science,175,Random House
New Markets & Other Essays,"Drucker, Peter",economics,176,Penguin
"Cathedral and the Bazaar, The","Raymond, Eric",tech,217,
All the President's Men,"Woodward, Bob",history,177,
Doctor on the Brain,"Gordon, Richard",fiction,204,
"Cathedral and the Bazaar, The","Raymond, Eric",tech,217,
"Wealth of Nations, The","Smith, Adam",science,175,
"Journal of Economics, vol 106 No 3",,science,235,
Simpsons & Their Mathematical Secrets,"Singh, Simon",science,233,
Burning Bright,"Steinbeck, John",fiction,175,
"Nature of Statistical Learning Theory, The","Vapnik, Vladimir",tech,230,
Men of Mathematics,"Bell, E T",science,217,
"Prince, The",Machiavelli,fiction,173,
Introduction to Algorithms,"Cormen, Thomas",tech,234,
"Information, The","Gleick, James",science,233,
Orientalism,"Said, Edward",nonfiction,197,
"Deceiver, The","Forsyth, Frederick",fiction,178,
Rationality & Freedom,"Sen, Amartya",economics,213,Springer
"Courtroom Genius, The",Sorabjee,nonfiction,217,
Sea of Poppies,"Ghosh, Amitav",fiction,197,
Integration of the Indian States,"Menon, V P",nonfiction,217,
Image Processing with MATLAB,"Eddins, Steve",signal_processing,241,
"Cathedral and the Bazaar, The","Raymond, Eric",tech,217,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,
More Tears to Cry,"Sassoon, Jean",fiction,235,
Dongri to Dubai,"Zaidi, Hussain",nonfiction,216,
"World's Greatest Short Stories, The",,fiction,217,
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
"Arthashastra, The",Kautiyla,philosophy,214,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,Vintage
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
Data Smart,"Foreman, John",tech,235,Wiley
To Sir With Love,Braithwaite,fiction,197,Penguin
Radiowaril Bhashane & Shrutika,"Deshpande, P L",nonfiction,213,
"Great Indian Novel, The","Tharoor, Shashi",fiction,198,
Angels & Demons,"Brown, Dan",fiction,170,
Final Crisis,,comic,257,
"Arthashastra, The",Kautiyla,philosophy,214,
Freedom at Midnight,"Lapierre, Dominique",history,167,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,
Burning Bright,"Steinbeck, John",fiction,175,
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,Random House
Structure & Interpretation of Computer Programs,"Sussman, Gerald",tech,240,
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,
More Tears to Cry,"Sassoon, Jean",fiction,235,
"Amulet of Samarkand, The","Stroud, Jonathan",fiction,179,Random House
Justice League: Throne of Atlantis,,fiction,258,
Principles of Communication Systems,"Taub, Schilling",computer_science,240,TMH
On Education,"Russell, Bertrand",philosophy,203,Routledge
"Outsider, The","Camus, Albert",fiction,198,Penguin
In a Free State,"Naipaul, V. S.",fiction,196,
"World's Great Thinkers, The",,philosophy,189,
Angels & Demons,"Brown, Dan",fiction,178,
Scoop!,"Nayar, Kuldip",nonfiction,216,
History of Western Philosophy,"Russell, Bertrand",philosophy,213,
"Computer Vision, A Modern Approach","Forsyth, David",tech,255,
"Devil's Advocate, The","West, Morris",fiction,178,
Ashenden of The British Agent,"Maugham, William S",fiction,160,
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,Picador
Superman Earth One - 1,,comic,259,
Structure & Interpretation of Computer Programs,"Sussman, Gerald",computer_science,240,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",history,228,
Data Structures Using C & C++,"Tanenbaum, Andrew",tech,235,Prentice Hall
"Attorney, The",,fiction,170,
"Killing Joke, The",,comic,283,
"Moon and Sixpence, The","Maugham, William S",fiction,180,
"Phantom of Manhattan, The","Forsyth, Frederick",fiction,180,
"Moon and Sixpence, The","Maugham, William S",fiction,180,
"Killing Joke, The",,comic,283,
"Signal and the Noise, The","Silver, Nate",tech,233,
"City of Joy, The","Lapierre, Dominique",fiction,177,vikas
New Markets & Other Essays,"Drucker, Peter",science,176,
Superman Earth One - 2,,comic,258,
Learning OpenCV,"Bradsky, Gary",data_science,232,
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
Mossad,"Baz-Zohar, Michael",history,236,
Girl who played with Fire,"Larsson, Steig",fiction,179,
Girl who played with Fire,"Larsson, Steig",fiction,179,
"Brethren, The","Grisham, John",fiction,174,
One,"Bach, Richard",nonfiction,172,Dell
Men of Mathematics,"Bell, E T",science,217,
Fundamentals of Wavelets,"Goswami, Jaideva",signal_processing,228,Wiley
Empire of the Mughal - The Serpent's Tooth,"Rutherford, Alex",nonfiction,180,
Doctor in the Nude,"Gordon, Richard",fiction,179,Penguin
India's Legal System,Nariman,nonfiction,177,
"Russian Journal, A","Steinbeck, John",nonfiction,196,
"Computer Vision, A Modern Approach","Forsyth, David",tech,255,
Catch 22,"Heller, Joseph",fiction,178,
"Last Mughal, The","Dalrymple, William",history,199,
Ashenden of The British Agent,"Maugham, William S",fiction,160,Vintage
Empire of the Mughal - The Tainted Throne,"Rutherford, Alex",nonfiction,180,
"Age of Wrath, The","Eraly, Abraham",history,238,
Integration of the Indian States,"Menon, V P",history,217,
Empire of the Mughal - Brothers at War,"Rutherford, Alex",history,180,
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",philosophy,224,
"Moon is Down, The","Steinbeck, John",fiction,196,
"World's Great Thinkers, The",,science,189,
Data Structures Using C & C++,"Tanenbaum, Andrew",computer_science,235,Prentice Hall
Flashpoint,,comic,265,
"Tao of Physics, The","Capra, Fritjof",science,179,
"Trembling of a Leaf, The","Maugham, William S",fiction,205,
Journal of a Novel,"Steinbeck, John",fiction,196,
Political Philosophers,,philosophy,162,
Gun Gayin Awadi,"Deshpande, P L",nonfiction,212,Mauj
"Outsider, The","Camus, Albert",fiction,198,
"Wealth of Nations, The","Smith, Adam",economics,175,
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,
"Numbers Behind Numb3rs, The","Devlin, Keith",science,202,
Murphy's Law,,nonfiction,178,
Integration of the Indian States,"Menon, V P",history,217,Orient Blackswan
Beyond the Three Seas,"Dalrymple, William",history,197,
Textbook of Economic Theory,"Stonier, Alfred",tech,242,
Selected Short Stories,,fiction,215,Jaico
"World's Greatest Trials, The",,nonfiction,210,
Design with OpAmps,"Franco, Sergio",tech,240,
Empire of the Mughal - Brothers at War,"Rutherford, Alex",nonfiction,180,
Data Smart,"Foreman, John",data_science,235,
"Justice, Judiciary and Democracy","Ranjan, Sudhanshu",philosophy,224,
Beyond the Three Seas,"Dalrymple, William",history,197,
"Russian Journal, A","Steinbeck, John",nonfiction,196,
"Complete Mastermind, The",BBC,nonfiction,178,BBC
Superman Earth One - 2,,comic,258,
To Sir With Love,Braithwaite,fiction,197,
We the Living,"Rand, Ayn",fiction,178,
Freakonomics,"Dubner, Stephen",economics,197,
Power Electronics - Mohan,"Mohan, Ned",computer_science,237,
Empire of the Mughal - Ruler of the World,"Rutherford, Alex",nonfiction,180,
"Last Mughal, The","Dalrymple, William",nonfiction,199,Penguin
Dongri to Dubai,"Zaidi, Hussain",nonfiction,216,
Physics & Philosophy,"Heisenberg, Werner",science,197,
"Farewell to Arms, A","Hemingway, Ernest",fiction,179,Rupa
Empire of the Mughal - The Tainted Throne,"Rutherford, Alex",nonfiction,180,
Dongri to Dubai,"Zaidi, Hussain",nonfiction,216,
Angels & Demons,"Brown, Dan",fiction,178,
On Education,"Russell, Bertrand",philosophy,203,
"Tao of Physics, The","Capra, Fritjof",science,179,
Angels & Demons,"Brown, Dan",fiction,170,
"Moon is Down, The","Steinbeck, John",fiction,196,Penguin
Maqta-e-Ghalib,"Garg, Sanjay",fiction,221,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",nonfiction,228,Simon&Schuster
How to Think Like Sherlock Holmes,"Konnikova, Maria",nonfiction,240,Penguin
Surely You're Joking Mr Feynman,"Feynman, Richard",science,198,
"Courtroom Genius, The",Sorabjee,nonfiction,217,
"Deceiver, The","Forsyth, Frederick",fiction,178,
Gun Gayin Awadi,"Deshpande, P L",nonfiction,212,
Catch 22,"Heller, Joseph",fiction,178,Random House
Doctor on the Brain,"Gordon, Richard",fiction,204,
Justice League: The Villain's Journey,,fiction,258,
Let Us C,"Kanetkar, Yashwant",tech,213,
20000 Leagues Under the Sea,"Verne, Jules",fiction,190,
"Age of the Warrior, The","Fisk, Robert",history,197,
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,
"Code Book, The","Singh, Simon",science,197,
Ahe Manohar Tari,"Deshpande, Sunita",nonfiction,213,
Design with OpAmps,"Franco, Sergio",tech,240,
Batman Earth One,,comic,265,
"Code Book, The","Singh, Simon",science,197,
Urlasurla,Deshpande P L,fiction,211,
Girl with the Dragon Tattoo,"Larsson, Steig",fiction,179,
Sea of Poppies,"Ghosh, Amitav",fiction,197,
Textbook of Economic Theory,"Stonier, Alfred",economics,242,Pearson
"Drunkard's Walk, The","Mlodinow, Leonard",science,197,Penguin
"Christmas Carol, A","Dickens, Charles",fiction,196,
Superfreakonomics,"Dubner, Stephen",economics,179,
Unpopular Essays,"Russell, Bertrand",philosophy,198,
"Computer Vision, A Modern Approach","Forsyth, David",tech,255,Pearson
Eyeless in Gaza,"Huxley, Aldous",fiction,180,
"Code Book, The","Singh, Simon",science,197,
Aghal Paghal,"Deshpande, P L",nonfiction,212,
God Created the Integers,"Hawking, Stephen",mathematics,197,Penguin
Return of the Primitive,"Rand, Ayn",philosophy,202,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",nonfiction,228,
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,
God Created the Integers,"Hawking, Stephen",mathematics,197,
Identity & Violence,"Sen, Amartya",philosophy,219,
India's Legal System,Nariman,nonfiction,177,
Asami Asami,"Deshpande, P L",fiction,205,Mauj
Selected Short Stories,,fiction,215,
Final Crisis,,fiction,257,
Char Shabda,"Deshpande, P L",nonfiction,214,
"Artist and the Mathematician, The","Aczel, Amir",science,186,HighStakes
Veil: Secret Wars of the CIA,"Woodward, Bob",history,171,
Introduction to Algorithms,"Cormen, Thomas",computer_science,234,
Urlasurla,Deshpande P L,fiction,211,
"Moon is Down, The","Steinbeck, John",fiction,196,
"Idea of Justice, The","Sen, Amartya",nonfiction,212,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",history,228,
"Arthashastra, The",Kautiyla,philosophy,214,
Electric Universe,"Bodanis, David",science,201,
"Age of the Warrior, The","Fisk, Robert",nonfiction,197,
Broca's Brain,"Sagan, Carl",science,174,
To Sir With Love,Braithwaite,fiction,197,
Clash of Civilizations and Remaking of the World Order,"Huntington, Samuel",history,228,Simon&Schuster
Beyond Degrees,,philosophy,222,
"Story of Philosophy, The","Durant, Will",philosophy,170,
Data Smart,"Foreman, John",data_science,235,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Selected Short Stories,,fiction,215,
"World's Greatest Short Stories, The",,fiction,217,
Superfreakonomics,"Dubner, Stephen",economics,179,HarperCollins
Maqta-e-Ghalib,"Garg, Sanjay",fiction,221,Mauj
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Zen & The Art of Motorcycle Maintenance,"Pirsig, Robert",philosophy,172,
"Story of Philosophy, The","Durant, Will",philosophy,170,
Data Smart,"Foreman, John",data_science,235,
"Christmas Carol, A","Dickens, Charles",fiction,196,
"Brethren, The","Grisham, John",fiction,174,Random House
"Grapes of Wrath, The","Steinbeck, John",fiction,196,
Batatyachi Chal,Deshpande P L,fiction,200,
"Complete Mastermind, The",BBC,nonfiction,178,
"Moon and Sixpence, The","Maugham, William S",fiction,180,
Crisis on Infinite Earths,,fiction,258,
Freakonomics,"Dubner, Stephen",economics,197,Penguin
Veil: Secret Wars of the CIA,"Woodward, Bob",nonfiction,171,
Soft Computing & Intelligent Systems,"Gupta, Madan",data_science,242,Elsevier
Principles of Communication Systems,"Taub, Schilling",computer_science,240,
"Farewell to Arms, A","Hemingway, Ernest",fiction,179,Rupa
Neural Networks,"Haykin, Simon",tech,240,
Tales of Beedle the Bard,"Rowling, J K",fiction,184,
Data Smart,"Foreman, John",tech,235,
City of Djinns,"Dalrymple, William",nonfiction,198,
Mein Kampf,"Hitler, Adolf",nonfiction,212,
Girl who played with Fire,"Larsson, Steig",fiction,179,
Half A Life,"Naipaul, V S",fiction,196,
Textbook of Economic Theory,"Stonier, Alfred",economics,242,
All the President's Men,"Woodward, Bob",history,177,Random House
"Artist and the Mathematician, The","Aczel, Amir",science,186,HighStakes
Rationality & Freedom,"Sen, Amartya",science,213,
Rationality & Freedom,"Sen, Amartya",science,213,
Justice League: Throne of Atlantis,,fiction,258,
Superman Earth One - 1,,fiction,259,
"Code Book, The","Singh, Simon",science,197,
Murphy's Law,,nonfiction,178,
Vyakti ani Valli,"Deshpande, P L",nonfiction,211,
Girl who played with Fire,"Larsson, Steig",fiction,179,
Fundamentals of Wavelets,"Goswami, Jaideva",signal_processing,228,Wiley
"Code Book, The","Singh, Simon",science,197,
"Complete Sherlock Holmes, The - Vol I","Doyle, Arthur Conan",fiction,176,
One,"Bach, Richard",nonfiction,172,Dell
Char Shabda,"Deshpande, P L",nonfiction,214,
Learning OpenCV,"Bradsky, Gary",tech,232,
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,
Animal Farm,"Orwell, George",fiction,180,
Urlasurla,Deshpande P L,fiction,211,
Fundamentals of Wavelets,"Goswami, Jaideva",tech,228,Wiley
"Christmas Carol, A","Dickens, Charles",fiction,196,
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,Vintage
"Raisin in the Sun, A","Hansberry, Lorraine",fiction,175,Penguin
"World's Greatest Short Stories, The",,fiction,217,Jaico
Half A Life,"Naipaul, V S",fiction,196,
Image Processing & Mathematical Morphology,"Shih, Frank",signal_processing,241,
"Pillars of the Earth, The","Follett, Ken",fiction,176,
"Age of the Warrior, The","Fisk, Robert",history,197,
Girl with the Dragon Tattoo,"Larsson, Steig",fiction,179,
"Hidden Connections, The","Capra, Fritjof",science,197,HarperCollins
"Beautiful and the Damned, The","Deb, Siddhartha",nonfiction,198,
Freedom at Midnight,"Lapierre, Dominique",nonfiction,167,
"Winter of Our Discontent, The","Steinbeck, John",fiction,196,Penguin
"Great War for Civilization, The","Fisk, Robert",nonfiction,197,
"Moon is Down, The","Steinbeck, John",fiction,196,Penguin
"Discovery of India, The","Nehru, Jawaharlal",history,230,
Uncommon Wisdom,"Capra, Fritjof",nonfiction,197,
In a Free State,"Naipaul, V. S.",fiction,196,
"Nature of Statistical Learning Theory, The","Vapnik, Vladimir",tech,230,Springer
Unpopular Essays,"Russell, Bertrand",philosophy,198,
Free Will,"Harris, Sam",nonfiction,203,
"Farewell to Arms, A","Hemingway, Ernest",fiction,179,
"Argumentative Indian, The","Sen, Amartya",nonfiction,209,
Dylan on Dylan,"Dylan, Bob",nonfiction,197,
All the President's Men,"Woodward, Bob",history,177,
City of Djinns,"Dalrymple, William",history,198,
Structure & Interpretation of Computer Programs,"Sussman, Gerald",tech,240,
Batman: The Long Halloween,,fiction,258,
Zen & The Art of Motorcycle Maintenance,"Pirsig, Robert",philosophy,172,
"World's Greatest Trials, The",,nonfiction,210,
Jim Corbett Omnibus,"Corbett, Jim",nonfiction,223,
We the Nation,Palkhivala,philosophy,216,
Down and Out in Paris & London,"Orwell, George",nonfiction,179,Penguin
"Maugham's Collected Short Stories, Vol 3","Maugham, William S",fiction,171,
"Pillars of the Earth, The","Follett, Ken",fiction,176,
More Tears to Cry,"Sassoon, Jean",fiction,235,
Tales of Mystery and Imagination,"Poe, Edgar Allen",fiction,172,
"Courtroom Genius, The",Sorabjee,nonfiction,217,
City of Djinns,"Dalrymple, William",nonfiction,198,
"Nature of Statistical Learning Theory, The","Vapnik, Vladimir",tech,230,Springer
Karl Marx Biography,,nonfiction,162,
"New Machiavelli, The","Wells, H. G.",fiction,180,
"New Machiavelli, The","Wells, H. G.",fiction,180,Penguin
"Signal and the Noise, The","Silver, Nate",tech,233,Penguin
"Great War for Civilization, The","Fisk, Robert",history,197,
"Winter of Our Discontent, The","Steinbeck, John",fiction,196,Penguin
Superman Earth One - 1,,fiction,259,
Men of Mathematics,"Bell, E T",mathematics,217,
Beyond the Three Seas,"Dalrymple, William",history,197,
Structure and Randomness,"Tao, Terence",science,252,
Hafasavnuk,Deshpande P L,fiction,211,
"Theory of Everything, The","Hawking, Stephen",science,217,
"World's Greatest Trials, The",,history,210,
History of the DC Universe,,comic,258,
Statistical Learning Theory,"Vapnik, Vladimir",tech,228,
"Great War for Civilization, The","Fisk, Robert",history,197,HarperCollins
Econometric Analysis,"Greene, W. H.",tech,242,
Return of the Primitive,"Rand, Ayn",philosophy,202,Penguin
Unpopular Essays,"Russell, Bertrand",philosophy,198,
Soft Computing & Intelligent Systems,"Gupta, Madan",data_science,242,
Mossad,"Baz-Zohar, Michael",history,236,
